lowest_taxon,transient,genus,site_code,collection_date,max_forklength,my_rep,carbon,nitrogen,sulfur,c_percent,n_percent,s_percent,order,family,species,guild,transient_type,is_diadromous,id
L.megalotis,Resident,Lepomis,GC,2020-05-15,58,9,-31.856962303187665,8.207517099121942,NA,45.99,14.48,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,60,8,-31.787482221667872,8.304168277322802,NA,44.71,13.75,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,PL,2020-05-15,62,7,-24.586483582049652,17.346507635778806,NA,47.01,14.14,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,AR,2020-05-15,63,5,-27.86064616229082,18.662812782985924,NA,47.01,14.04,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,63,6,-29.198327419150985,14.223046159019225,NA,44.32,13.69,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,AR,2020-05-15,77,3,-27.793160139831983,19.37168624090913,NA,45.79,13.78,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,77,2,-29.89415000025359,15.305337998247603,NA,42.91,13.06,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,75,2,-28.012080919390932,17.168533582455147,NA,45.32,13.64,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,79,2,-26.749171822703573,17.07815381889093,NA,45.24,13.55,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,79,4,-31.218358612748418,16.03928288271039,NA,44.69,14.05,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,AR,2020-05-15,86,1,-24.015987913120597,17.451192191783854,NA,45.48,13.72,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,PL,2020-05-15,128,1,-24.30055733848907,15.172866391653258,NA,46.53,13.82,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,PL,2020-05-15,86,1,-24.509896195381643,16.82197447774758,NA,45.7,13.86,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,PL,2020-05-15,89,5,-24.950018377433828,16.520946811238296,NA,41.06,12.42,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,AR,2020-05-15,91,2,-24.393296129595015,17.160604348748667,NA,45.94,14.11,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,91,3,-29.82262638692439,9.092479449523568,NA,45.14,13.81,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,91,5,-31.179531508369703,15.153313749202503,NA,44.22,13.9,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,PL,2020-05-15,97,4,-23.903324092970976,16.82700838521429,NA,45.28,14.07,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,PL,2020-05-15,103,3,-25.53412484642188,17.150185244577095,NA,47.49,13.73,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,PL,2020-05-15,118,2,-24.407779679824294,15.18394098808002,NA,42.41,12.93,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,147,1,-25.949111842196096,8.809573396664799,NA,45.08,13.71,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,GC,2020-05-15,86,1,-30.41579961835519,8.484341706242141,NA,46.35,13.84,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,145,1,-24.354191976020022,13.206180687673024,NA,46.46,14.04,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,21,1,-24.10760263668326,12.23397265176772,NA,43.59,11.7,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,38,9,-26.384108546219068,18.677041923995233,NA,41.85,11.62,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,41,8,-27.00915189150212,17.2509437650043,NA,45.51,13.52,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,48,7,-25.738683536681112,13.488563198309643,NA,43.93,12.46,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,49,8,-26.25315611808939,14.278225719125617,NA,39.32,11.53,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,51,6,-28.384860038718237,17.585609506331984,NA,48.4,15.08,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,51,7,-28.879175364072807,17.52530937275943,NA,45.54,14,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,52,5,-26.206400144128793,16.572567262313065,NA,45.32,14.51,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,53,6,-26.10237999522122,13.99180917262276,NA,45.97,13.58,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,54,5,-26.42532615028345,13.703375608186784,NA,44.66,13.27,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,55,4,-26.000504236526513,13.611601292229883,NA,46.97,14.03,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,63,4,-26.98566170042122,16.573572264539266,NA,44.25,13.41,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,71,2,-26.776797517780196,14.977122432951244,NA,47.13,14.08,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,EM,2020-05-15,75,3,-27.346185067880228,16.76653269197145,NA,41.61,12.79,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.megalotis,Resident,Lepomis,WM,2020-05-15,76,3,-25.979110327200623,13.699341572320549,NA,46.48,13.6,NA,Centrarchiformes,Centrarchidae,megalotis,Fish,Freshwater,Freshwater,NA
L.microlophus,Resident,Lepomis,SF,2020-05-15,146,1,-23.312498521385823,15.89934356586338,NA,44.4,13.87,NA,Centrarchiformes,Centrarchidae,microlophus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,27,2,-30.607342601736143,8.8266887094712,NA,45.64,14.16,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,62,2,-30.595100953657877,17.299718582937434,NA,46.3,13.66,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,51,3,-29.63768675817319,20.93023521291641,NA,42.43,12.97,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,56,9,-31.310317544171667,8.89716352690933,NA,43.94,13.57,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,57,7,-31.18464033789322,8.886088912740481,NA,44.88,13.96,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,58,4,-30.754476892013344,8.633386353069481,NA,46.07,14.25,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,59,5,-32.76735572427785,9.219334120912196,NA,45.43,14.06,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,59,8,-30.03208839738847,19.54892879112912,NA,48.1,15.05,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,62,6,-30.987439518285584,8.999855403747743,NA,44.86,13.7,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,100,1,-28.285890466251388,8.812593745983577,NA,44.54,13.94,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.miniatus,Resident,Lepomis,GC,2020-05-15,65,1,-30.60528852952735,8.846396425236948,NA,47.01,13.95,NA,Centrarchiformes,Centrarchidae,miniatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,EM,2020-05-15,124,3,-25.155469421422488,17.94037529218385,NA,42.71,12.76,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,EM,2020-05-15,280,1,-25.533355104028253,18.401671314013903,NA,43.25,13.06,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,EM,2020-05-15,320,2,-24.5702572697114,18.134340721842236,NA,45.96,13.65,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,PL,2020-05-15,480,1,-24.29688034654881,16.574428646306785,NA,51.89,13.93,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,PL,2020-05-15,480,2,-22.8584429565758,18.815851269615397,NA,48.79,14.84,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,MR,2020-05-15,NA,1,-27.839774145607517,14.987803643290585,NA,47.01,14.87,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,SF,2020-05-15,NA,1,-22.883814128087707,18.63980364617728,NA,42.71,13.78,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,SF,2020-05-15,NA,2,-22.66924328810012,19.896268962788454,NA,43.57,13.82,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.oculatus,Resident,Lepisosteus,SF,2020-05-15,NA,3,-22.770398112665696,19.377775663065098,NA,43.64,14.18,NA,Lepisosteiformes,Lepisosteidae,oculatus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,MR,2020-05-15,315,1,-33.454386091675715,10.64397696836621,NA,46.31,14.8,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,MR,2020-05-15,315,2,-33.32547918475068,11.762169827634777,NA,46.5,14.84,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,MR,2020-05-15,315,3,-32.04971003446879,11.782317446720697,NA,42.97,13.69,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,MR,2020-05-15,315,4,-33.8093916210645,10.211810538973223,NA,44.69,14.29,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,MR,2020-05-15,315,5,-29.092012670022143,10.645991730274805,NA,46.26,15,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,30,9,-33.100225859960766,9.16710227660282,NA,44.45,12.91,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,35,10,-33.971263596800526,9.26291062842596,NA,44.47,12.87,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PD,2020-05-15,37,1,-27.03909997553949,9.80675919716304,NA,43.23,13.17,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,40,5,-32.06007436368779,8.907915472197068,NA,46.33,13.68,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,42,1,-33.71964154746086,8.170266124190361,NA,43.37,13.25,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PL,2020-05-15,44,4,-25.048050232368887,17.22166673060439,NA,46.03,13.82,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,46,4,-29.542724366341535,8.098082772049908,NA,46.79,13.85,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,46,7,-32.01321151468822,8.319954744692966,NA,44.85,13.41,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,47,6,-32.43803342844515,8.770758252744995,NA,45.69,13.53,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,50,2,-30.9588300729539,14.432457045121089,NA,45.49,13.96,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,50,3,-30.868914673340058,14.374063624958069,NA,43.38,13.42,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,MR,2020-05-15,50,4,-33.354125164067355,11.899173637419032,NA,46.89,14.14,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PL,2020-05-15,51,3,-23.868604477681473,17.62236576495453,NA,45.24,13.66,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,GC,2020-05-15,52,8,-30.719389379265422,8.505520394539886,NA,46.85,13.85,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PL,2020-05-15,54,2,-24.78561078738649,17.046486750762867,NA,44.57,13.5,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,MR,2020-05-15,66,3,-33.44927073822631,12.512668638585298,NA,43.45,13.34,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PL,2020-05-15,67,1,-24.25154141102154,17.86399332335663,NA,46.14,13.9,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,MR,2020-05-15,75,2,-33.91783711419191,11.906225304099104,NA,46.48,14.16,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,MR,2020-05-15,79,1,-33.70810762276626,12.165122209353177,NA,45.2,13.71,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,WM,2020-05-15,195,1,-26.241949784632972,16.13892476242762,NA,46.53,14.1,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,SF,2020-05-15,342,1,-23.1382338383587,18.722359860890517,NA,45.72,14.88,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
N.texanus,Resident,Notropis,EM,2020-05-15,38,1,-24.769413237571193,14.462062587273632,NA,40.28,10.97,NA,Cypriniformes,Leuciscidae,texanus,Fish,Freshwater,Freshwater,NA
N.texanus,Resident,Notropis,GC,2020-05-15,60,1,-27.67432295188058,9.130795953806684,NA,47.23,13.58,NA,Cypriniformes,Leuciscidae,texanus,Fish,Freshwater,Freshwater,NA
O.aureus,Transient,Oreochromis,SF,2020-05-15,17,2,-26.470383733425223,15.364634507503617,NA,42.64,12.63,NA,Cichliformes,Cichlidae,aureus,Fish,Euryhaline,Euryhaline,NA
O.aureus,Transient,Oreochromis,SF,2020-05-15,72,1,-24.2720373386495,15.119937141813551,NA,44.53,13.8,NA,Cichliformes,Cichlidae,aureus,Fish,Euryhaline,Euryhaline,NA
O.aureus,Transient,Oreochromis,TR,2020-05-15,164,1,-20.118685957009856,17.376112054412296,NA,46.07,14.39,NA,Cichliformes,Cichlidae,aureus,Fish,Euryhaline,Euryhaline,NA
P.clarkii,Resident,Procambarus,AR,2020-05-15,49,2,-24.165927298244014,13.85852959352476,NA,45.7,13.67,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,WM,2020-05-15,50,4,-26.884591661009804,11.172064775405977,NA,43.2,12.95,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,WM,2020-05-15,57,3,-25.537118424991736,10.330324832231865,NA,43.79,12.95,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,EM,2020-05-15,60,2,-22.960407123438273,12.797006392324828,NA,43.09,13.61,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,EM,2020-05-15,63,1,-24.382286975363545,11.899756021243547,NA,42.56,13.33,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,AR,2020-05-15,91,1,-24.873892215641824,14.7561060238025,NA,44.69,13.9,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.formosa,Resident,Poecilia,MR,2020-05-15,40,1,-26.411567462533316,9.301138156289635,NA,44.19,12.98,NA,Cyprinodontiformes,Poeciliidae,formosa,Fish,Freshwater,Freshwater,NA
P.formosa,Resident,Poecilia,MR,2020-05-15,45,1,-27.099657359042943,9.636949123645996,NA,43.79,13.25,NA,Cyprinodontiformes,Poeciliidae,formosa,Fish,Freshwater,Freshwater,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,50,4,-21.632299992930303,16.128641347262167,NA,45.11,13.34,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,32,4,-19.697727979343092,17.200497246124165,NA,45.19,13.55,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,MR,2020-05-15,33,2,-27.63516000763127,10.070777205371783,NA,45.94,13.85,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PD,2020-05-15,37,2,-28.03330749837165,7.201555259282527,NA,44.84,12.52,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,51,3,-20.904542133235218,16.01862977195524,NA,45.21,13.75,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,37,3,-23.885903113078523,16.187179616691544,NA,37.97,10.8,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,MR,2020-05-15,39,1,-26.201837971107665,8.735997440929578,NA,46.87,14.08,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,68,2,-24.39553746860729,14.575358646368931,NA,45.56,13.81,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,41,2,-22.347826628092697,15.078989619563036,NA,43.9,12.56,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,SF,2020-05-15,62,1,-24.422412824937087,17.323220418068104,NA,43.81,12.92,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,SF,2020-05-15,44,1,-22.971852011632304,16.802609150324226,NA,44.39,13.66,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,SF,2020-05-15,46,8,-25.05562660733177,15.295152539468164,NA,43.66,13.45,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,66,1,-22.7749002180258,14.749964174149651,NA,45.63,13.81,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,46,1,-22.75043776896042,16.737237493226182,NA,41.76,12.46,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PD,2020-05-15,48,1,-31.03888678907915,7.296020253884335,NA,44.31,13.43,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PD,2020-05-15,48,1,-31.067670451189947,7.336798847274531,NA,45.28,13.45,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,SF,2020-05-15,49,7,-24.258738826256717,15.455263161462897,NA,43.57,13.51,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,SF,2020-05-15,53,3,-23.166214885065244,14.877253746211474,NA,44.12,13.32,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,SF,2020-05-15,54,2,-23.84955382955579,15.23876137700461,NA,43.59,13.51,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,TR,2020-05-15,54,5,-21.370347934188512,15.749151876478637,NA,44.24,13.24,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PL,2020-05-15,68,3,-23.03839720620021,13.367707174090912,NA,44.35,13.58,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PL,2020-05-15,55,3,-22.48798918734608,16.00144756067379,NA,44.82,13.69,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,SF,2020-05-15,57,4,-24.06539891531553,15.863092104279666,NA,44.92,13.31,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PL,2020-05-15,57,2,-24.45577444213625,15.27052419650744,NA,39.19,11.85,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PL,2020-05-15,81,1,-23.047587692600366,15.669209667870902,NA,40.8,12.5,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
