pass1,pass2,pass3,site_code,collection_date,genus,species,common_name,order,family,lowest_taxon,guild,transient_type,transient,is_diadromous
4,1,0,WM,2018-03-31,Etheostoma,gracile,Slough darter,Perciformes,Pecidae,E. gracile,Fish,Freshwater,Freshwater,Freshwater
0,1,0,WM,2018-03-31,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
21,12,0,WM,2018-03-31,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,WM,2018-03-31,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-03-31,Notropis,texanus,Weed shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
73,5,7,WM,2018-03-31,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-03-31,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
3,1,0,PL,2018-04-01,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
2,1,2,PL,2018-04-01,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,1,PL,2018-04-01,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
NA,NA,NA,PL,2018-04-01,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-04-01,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
25,12,21,PL,2018-04-01,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
7,3,4,PL,2018-04-01,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
3,5,2,PL,2018-04-01,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
9,28,13,PL,2018-04-01,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,1,0,PL,2018-04-01,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
120,240,242,PL,2018-04-01,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
7,14,4,PL,2018-04-01,Mugil,cephalus,Striped Mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
4,2,1,PL,2018-04-01,Fundulus,chrysotus,Silverband shiner,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
NA,NA,NA,PL,2018-04-01,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
2,0,1,PL,2018-04-01,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,1,0,WM,2018-04-01,Procambarus,clarkii,Crawfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-04-01,Cyprinodon,variegatus,Sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
3,1,0,WM,2018-04-01,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,1,0,WM,2018-04-01,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,1,2,WM,2018-04-01,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
5,0,0,WM,2018-04-01,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
0,2,0,WM,2018-04-01,Mugil,cephalus,Striped mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
1,4,1,WM,2018-04-01,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,0,AR,2018-04-07,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
19,7,8,AR,2018-04-07,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,AR,2018-04-07,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2018-04-07,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
3,0,0,AR,2018-04-07,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,AR,2018-04-07,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
3,2,0,SF,2018-04-07,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
16,3,0,SF,2018-04-07,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
72,20,0,SF,2018-04-07,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
23,5,0,SF,2018-04-07,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
47,10,0,SF,2018-04-07,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
115,29,0,SF,2018-04-07,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,0,TR,2018-04-07,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,3,0,TR,2018-04-07,Astyanax,mexicanus,Mexican tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
54,171,159,TR,2018-04-07,Cyprinodon,variegatus,Sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
1,4,1,TR,2018-04-07,Fundulus,grandis,Bayou killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
1,13,14,TR,2018-04-07,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
33,80,54,TR,2018-04-07,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
2,0,0,EM,2018-05-04,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,EM,2018-05-04,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
8,4,1,EM,2018-05-04,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-05-04,Cyprinella,venusta,Blacktail shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
1,1,1,EM,2018-05-04,Dorosoma,cepedianum,Gizzard shad,Clupeiformes,Clupeidae,D. cepedianum,Fish,Freshwater,Freshwater,Freshwater
18,28,11,EM,2018-05-04,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
4,0,0,EM,2018-05-04,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,EM,2018-05-04,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
9,6,2,EM,2018-05-04,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
19,27,11,EM,2018-05-04,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-05-04,Noturus,gyrinus,Madtom catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
45,29,23,EM,2018-05-04,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
5,9,0,EM,2018-05-04,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2018-05-04,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
13,4,1,GC,2018-05-04,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
27,19,6,GC,2018-05-04,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,1,1,GC,2018-05-04,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,GC,2018-05-04,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,0,2,GC,2018-05-04,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
4,2,1,GC,2018-05-04,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
5,1,14,GC,2018-05-04,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2018-05-04,Lepomis,miniatus,Redspotted sunfish,Centrarchiformes,Centrarchidae,L. miniatus,Fish,Freshwater,Freshwater,Freshwater
1,4,0,GC,2018-05-04,Notropis,texanus,Weed shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
4,2,0,GC,2018-05-04,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
6,1,2,WM,2018-05-04,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-05-04,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-05-04,Dorosoma,cepedianum,Gizzard shad,Clupeiformes,Clupeidae,D. cepedianum,Fish,Freshwater,Freshwater,Freshwater
12,6,1,WM,2018-05-04,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,1,WM,2018-05-04,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-05-04,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-05-04,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
10,5,4,WM,2018-05-04,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
5,0,0,WM,2018-05-04,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
68,0,0,WM,2018-05-04,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,PD,2018-05-10,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
6,3,5,PD,2018-05-10,Fundulus,notatus,Blackstripe topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
39,5,6,PD,2018-05-10,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2018-05-10,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2018-05-10,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
5,0,0,PD,2018-05-10,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
2,0,0,PL,2018-05-10,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PL,2018-05-10,Cambarellus,ninae,Aransas dwarf crayfish,Decapoda,Cambaridae,C. ninae,Invertebrate,Freshwater,Freshwater,Freshwater
24,3,4,PL,2018-05-10,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
52,14,10,PL,2018-05-10,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PL,2018-05-10,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PL,2018-05-10,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-05-10,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
20,3,1,PL,2018-05-10,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-05-10,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
70,18,31,PL,2018-05-10,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
11,9,1,PL,2018-05-10,Mugil,cephalus,Striped Mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
21,9,0,PL,2018-05-10,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-05-10,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
26,22,NA,AR,2018-05-12,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,2,NA,AR,2018-05-12,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,2,NA,AR,2018-05-12,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
24,32,NA,AR,2018-05-12,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
4,19,NA,AR,2018-05-12,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,2,NA,AR,2018-05-12,Micropterus,salmoides,Largemouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,NA,AR,2018-05-12,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,SF,2018-05-12,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
3,2,1,SF,2018-05-12,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
9,8,7,SF,2018-05-12,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,2,0,SF,2018-05-12,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,SF,2018-05-12,Oreochromis,aureus,Blue tilapia,Cichliformes,Cichlidae,O. aureus,Fish,Freshwater,Freshwater,Freshwater
1,2,0,SF,2018-05-12,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
11,17,9,SF,2018-05-12,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,3,SF,2018-06-01,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
2,0,0,SF,2018-06-01,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
31,20,5,SF,2018-06-01,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
24,14,15,SF,2018-06-01,Herichthys,cyanoguttatus,Rio grande cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
3,1,1,SF,2018-06-01,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
168,49,44,SF,2018-06-01,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
66,NA,NA,TR,2018-06-01,Astyanax,mexicanus,Mexican tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
361,NA,NA,TR,2018-06-01,Cyprinodon,variegatus,Sheepshead minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
22,NA,NA,TR,2018-06-01,Fundulus,grandis,Gulf killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
318,NA,NA,TR,2018-06-01,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,2,1,EM,2018-06-04,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,EM,2018-06-04,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
0,5,2,EM,2018-06-04,Dorosoma,cepedianum,Gizzard shad,Clupeiformes,Clupeidae,D. cepedianum,Fish,Freshwater,Freshwater,Freshwater
3,1,3,EM,2018-06-04,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,0,1,EM,2018-06-04,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-06-04,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,3,2,EM,2018-06-04,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
81,84,117,EM,2018-06-04,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-06-04,Pomoxis,annularis,White Crappi,Centrarchiformes,Centrarchidae,P. annularis,Fish,Freshwater,Freshwater,Freshwater
1,0,NA,WM,2018-06-04,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
3,0,NA,WM,2018-06-04,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,NA,WM,2018-06-04,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
1,0,NA,WM,2018-06-04,Aphredoderus,sayanus,Pirate perch,Percopsiformes,Aphredoderidae,A. sayanus,Fish,Freshwater,Freshwater,Freshwater
0,1,NA,WM,2018-06-04,Cyprinella,venusta,Blacktail shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
2,0,NA,WM,2018-06-04,Dorosoma,cepedianum,Gizzard shad,Clupeiformes,Clupeidae,D. cepedianum,Fish,Freshwater,Freshwater,Freshwater
5,1,NA,WM,2018-06-04,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,0,NA,WM,2018-06-04,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
9,0,NA,WM,2018-06-04,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
6,0,NA,WM,2018-06-04,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,GC,2018-06-06,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,GC,2018-06-06,Gambusia,affinis,Fry,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
18,19,2,GC,2018-06-06,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2018-06-06,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
5,0,0,GC,2018-06-06,Lepomis,auritus,Redbreast sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2018-06-06,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
4,0,2,GC,2018-06-06,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,3,2,GC,2018-06-06,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2018-06-06,Lepomis,microlophus,Red-eared sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,GC,2018-06-06,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
5,9,1,GC,2018-06-06,Noturus,gyrinus,Madtom catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
0,2,0,PL,2018-06-07,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
2,2,0,PL,2018-06-07,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,2,1,PL,2018-06-07,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
5,11,12,PL,2018-06-07,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
25,46,11,PL,2018-06-07,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,7,PL,2018-06-07,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
25,47,11,PL,2018-06-07,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,6,1,PL,2018-06-07,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,38,12,PL,2018-06-07,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
0,1,2,PL,2018-06-07,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
9,11,20,PL,2018-06-07,Mugil,cephalus,Striped mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
11,NA,NA,PL,2018-06-07,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
